Price,CarBrand,CarModel,MfgDate,Mileage,Condition,GearBox,Fuel,CarOrigin,CarType,CarSeats
539000000.0,Mazda,BT 50,2022.0,40000.0,Đã sử dụng,Tự động,Dầu,Nhật Bản,Pick up,5.0
678000000.0,Toyota,Yaris,2023.0,0.0,Mới,Tự động,Xăng,Nước khác,SUV,5.0
435000000.0,Honda,City,2020.0,17300.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
420000000.0,BMW,3 Series,2012.0,60000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
498000000.0,Chevrolet,Colorado,2018.0,57979.0,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick up,5.0
688000000.0,Toyota,Yaris,2023.0,0.0,Mới,Tự động,Xăng,Thái Lan,SUV,5.0
716000000.0,Hyundai,Tucson,2021.0,36.0,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV,5.0
519000000.0,Mitsubishi,Xpander,2021.0,21000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,MPV,7.0
345000000.0,Toyota,Vios,2019.0,70000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5.0
315000000.0,Ford,Fiesta,2016.0,79000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Hatchback,5.0
385000000.0,Mazda,BT 50,2015.0,118000.0,Đã sử dụng,Số sàn,Dầu,Thái Lan,Pick up,5.0
578000000.0,Toyota,Veloz Cross,2022.0,19000.0,Đã sử dụng,Tự động,Xăng,Nước khác,SUV,5.0
246000000.0,Toyota,Vios,2015.0,85000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5.0
565000000.0,Hyundai,Elantra,2020.0,14000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
465000000.0,Mazda,3,2018.0,69000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5.0
468000000.0,Mazda,CX 5,2013.0,60000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV,5.0
642000000.0,Ford,Ranger,2023.0,4000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,Pick up,5.0
265000000.0,Kia,Carens,2012.0,79000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,SUV,7.0
460000000.0,Toyota,Corolla Altis,2015.0,87000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,Sedan,5.0
707000000.0,Ford,Ranger,2023.0,0.0,Mới,Tự động,Dầu,Việt Nam,Pick up,5.0
1859000000.0,Mercedes Benz,GLC,2022.0,50.0,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV,5.0
705000000.0,Honda,BR-V,2023.0,0.0,Mới,Tự động,Xăng,Nước khác,MPV,7.0
270000000.0,Hyundai,Grand i10,2018.0,45000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5.0
485000000.0,Honda,Civic,2018.0,90.0,Đã sử dụng,Tự động,Xăng,Thái Lan,Sedan,5.0
538000000.0,Hyundai,Kona,2020.0,40000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV,5.0
957000000.0,Vinfast,VF8,2023.0,0.0,Mới,Tự động,Điện,Việt Nam,SUV,5.0
285000000.0,Kia,Carens,2012.0,80000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,MPV,7.0
